,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,row_id
53015,Resort Hotel,11,2015,December,49,5,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,68.0,0,0,0,53015
53016,Resort Hotel,223,2016,January,2,7,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.0,0,0,1,53016
53017,Resort Hotel,29,2017,August,31,2,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,205.0,0,1,0,53017
53018,City Hotel,88,2017,February,7,14,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,71.28,0,1,1,53018
53019,City Hotel,3,2016,September,38,11,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,179.71,0,1,1,53019
53020,City Hotel,302,2016,May,19,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,53020
53021,City Hotel,45,2016,September,38,15,0,1,2,1.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,152.1,0,1,0,53021
53022,Resort Hotel,0,2016,April,15,5,0,3,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,56.0,0,0,0,53022
53023,Resort Hotel,171,2016,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient-Party,85.0,0,0,0,53023
53024,Resort Hotel,188,2016,October,44,26,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,37.2,0,0,1,53024
53025,Resort Hotel,99,2017,May,21,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,82.86,0,0,0,53025
53026,City Hotel,114,2017,August,34,21,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,193.0,0,1,1,53026
53027,City Hotel,25,2017,June,26,27,0,1,2,0.0,0,BB,MAR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,0,53027
53028,Resort Hotel,156,2017,August,34,23,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,225.71,0,1,1,53028
53029,Resort Hotel,197,2016,April,18,30,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,0,53029
53030,City Hotel,5,2015,October,42,12,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient-Party,138.0,0,0,0,53030
53031,City Hotel,15,2016,August,36,29,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,113.0,1,0,0,53031
53032,City Hotel,145,2016,August,34,17,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,142.2,0,0,0,53032
53033,Resort Hotel,188,2016,July,28,5,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,90.1,0,0,0,53033
53034,City Hotel,28,2016,October,41,3,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.2,0,1,0,53034
53035,City Hotel,337,2015,September,38,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,1,53035
53036,Resort Hotel,12,2016,April,18,27,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,85.33,0,0,0,53036
53037,City Hotel,26,2016,May,21,18,0,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,120.12,0,1,0,53037
53038,City Hotel,124,2016,March,12,15,1,5,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.67,0,1,0,53038
53039,City Hotel,377,2015,October,44,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,1,53039
53040,City Hotel,20,2016,June,25,13,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,1,0,53040
53041,Resort Hotel,16,2016,August,32,6,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,251.0,0,0,1,53041
53042,Resort Hotel,244,2015,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,0,Transient-Party,8.0,0,0,1,53042
53043,City Hotel,174,2017,July,29,18,0,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,0,Transient,100.0,0,2,0,53043
53044,City Hotel,58,2016,March,12,14,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,78.3,0,1,0,53044
53045,City Hotel,96,2017,April,15,13,0,2,2,1.0,0,BB,URY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,144.0,0,2,0,53045
53046,Resort Hotel,33,2015,November,46,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,3,No Deposit,0,Transient-Party,36.0,0,0,0,53046
53047,City Hotel,54,2017,June,24,14,0,2,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,89.1,0,0,0,53047
53048,City Hotel,134,2017,June,23,7,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,1,53048
53049,Resort Hotel,132,2016,May,21,18,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,71.7,1,1,0,53049
53050,Resort Hotel,153,2017,April,15,12,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,90.0,0,2,0,53050
53051,City Hotel,93,2017,June,25,22,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,99.0,0,0,1,53051
53052,Resort Hotel,172,2017,March,10,8,1,4,2,0.0,0,SC,BEL,Direct,Direct,0,0,0,D,I,3,No Deposit,0,Transient-Party,0.0,0,0,0,53052
53053,City Hotel,40,2017,February,8,21,0,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,131.67,0,1,1,53053
53054,City Hotel,87,2017,May,18,4,0,3,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,1,0,53054
53055,City Hotel,100,2015,October,44,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,1,53055
53056,City Hotel,163,2016,June,24,5,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,1,53056
53057,City Hotel,81,2017,June,23,7,0,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,144.0,1,0,0,53057
53058,City Hotel,92,2016,April,15,7,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.3,0,1,0,53058
53059,Resort Hotel,150,2017,August,34,25,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,229.0,0,1,1,53059
53060,City Hotel,5,2015,August,33,15,1,1,2,2.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Contract,153.0,1,1,0,53060
53061,City Hotel,13,2016,March,13,25,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,192.67,1,1,0,53061
53062,City Hotel,69,2017,July,30,25,0,4,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,117.0,0,0,0,53062
53063,City Hotel,393,2016,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,70.53,0,0,1,53063
53064,Resort Hotel,139,2015,July,28,8,2,6,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,107.2,0,1,0,53064
53065,City Hotel,209,2015,July,31,29,1,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.96,0,0,0,53065
53066,City Hotel,0,2016,October,43,19,0,4,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,Transient,107.0,1,3,0,53066
53067,Resort Hotel,100,2015,December,52,23,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,31.64,0,0,0,53067
53068,Resort Hotel,251,2017,May,21,26,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,121.0,0,0,1,53068
53069,City Hotel,40,2016,October,41,5,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139.5,0,0,1,53069
53070,City Hotel,88,2016,August,33,7,1,0,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,198.9,1,1,0,53070
53071,City Hotel,181,2017,July,29,16,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,1,1,53071
53072,Resort Hotel,4,2017,March,12,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,63.0,0,0,0,53072
53073,Resort Hotel,0,2016,January,5,25,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,D,0,No Deposit,0,Transient,40.0,0,1,0,53073
53074,City Hotel,199,2017,July,27,2,2,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,125.1,0,2,0,53074
53075,City Hotel,286,2015,July,31,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,0,Transient-Party,62.8,0,0,1,53075
53076,City Hotel,104,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0,1,53076
53077,Resort Hotel,2,2016,March,12,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,0,1,53077
53078,City Hotel,76,2016,November,46,10,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.9,0,2,0,53078
53079,City Hotel,59,2017,February,8,19,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.1,0,0,0,53079
53080,City Hotel,95,2017,May,20,14,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,103.95,0,1,0,53080
53081,Resort Hotel,46,2016,May,23,31,2,7,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,116.11,0,0,1,53081
53082,City Hotel,131,2017,August,35,31,0,3,2,0.0,0,BB,BLR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,165.0,0,0,1,53082
53083,Resort Hotel,0,2017,March,12,20,1,0,1,0.0,0,BB,PRT,Direct,Corporate,1,0,1,A,D,0,No Deposit,0,Transient,35.0,0,0,1,53083
53084,Resort Hotel,0,2017,April,15,9,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,1,0,53084
53085,City Hotel,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,101.5,0,0,1,53085
53086,City Hotel,118,2016,June,27,26,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.81,0,0,1,53086
53087,City Hotel,51,2017,June,25,21,0,4,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,1,1,53087
53088,City Hotel,2,2015,September,39,20,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,133.0,1,1,0,53088
53089,City Hotel,0,2016,December,51,14,0,1,1,0.0,0,SC,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,1,53089
53090,City Hotel,221,2015,October,42,17,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0,0,53090
53091,Resort Hotel,256,2015,August,31,1,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,120.6,0,1,1,53091
53092,Resort Hotel,154,2017,July,30,24,1,4,1,0.0,0,HB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,171.0,0,1,0,53092
53093,City Hotel,32,2017,February,6,9,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,K,0,No Deposit,0,Transient,0.0,0,0,0,53093
53094,Resort Hotel,185,2017,June,25,18,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,62.95,0,1,0,53094
53095,City Hotel,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,2,53095
53096,City Hotel,157,2016,August,35,21,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.27,0,0,0,53096
53097,City Hotel,83,2015,September,39,23,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,62.0,0,0,0,53097
53098,Resort Hotel,6,2016,August,33,13,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,209.0,0,2,0,53098
53099,City Hotel,173,2017,July,31,30,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,0,1,53099
53100,City Hotel,299,2017,April,17,27,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,0,Transient,109.8,0,1,0,53100
53101,City Hotel,23,2017,January,3,19,0,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,0,0,53101
53102,City Hotel,144,2016,May,22,25,1,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,92.55,0,0,1,53102
53103,Resort Hotel,22,2015,August,33,14,2,5,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,0,Transient,262.0,0,2,1,53103
53104,City Hotel,145,2017,June,23,10,1,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,144.0,0,3,1,53104
53105,City Hotel,118,2017,March,13,29,0,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,89.1,0,0,0,53105
53106,Resort Hotel,0,2016,January,3,12,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,38.0,0,0,0,53106
53107,City Hotel,7,2015,September,40,29,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,195.7,0,0,0,53107
53108,City Hotel,142,2017,May,21,24,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0,0,53108
53109,City Hotel,275,2016,October,41,5,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,1,53109
53110,City Hotel,36,2016,September,40,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,1,53110
53111,City Hotel,0,2015,September,38,14,1,0,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,111.2,0,0,0,53111
53112,City Hotel,146,2016,May,21,19,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,121.55,0,1,0,53112
53113,City Hotel,103,2016,August,33,13,2,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134.1,0,0,1,53113
53114,Resort Hotel,0,2016,March,12,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,I,3,No Deposit,0,Transient,40.0,1,1,0,53114
53115,City Hotel,301,2016,July,31,30,1,1,1,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,0,0,53115
53116,Resort Hotel,163,2016,June,25,16,2,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,93.75,0,0,0,53116
53117,City Hotel,17,2016,March,12,17,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.0,0,0,1,53117
53118,City Hotel,15,2017,March,10,9,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.55,0,0,0,53118
53119,City Hotel,128,2016,August,36,28,2,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.5,0,0,0,53119
53120,City Hotel,91,2017,June,24,16,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,256.5,0,0,1,53120
53121,Resort Hotel,31,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154.0,0,2,1,53121
53122,Resort Hotel,100,2016,April,17,23,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,31.45,0,1,0,53122
53123,City Hotel,56,2017,March,10,8,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1,1,53123
53124,City Hotel,118,2016,June,24,6,1,1,1,0.0,0,BB,NLD,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,110.0,0,0,0,53124
53125,City Hotel,57,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.67,0,1,0,53125
53126,Resort Hotel,152,2017,June,24,11,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,68.4,0,0,0,53126
53127,Resort Hotel,115,2015,October,40,2,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,56.0,0,1,0,53127
53128,City Hotel,283,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,1,53128
53129,City Hotel,84,2017,April,15,10,1,1,1,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.5,0,1,0,53129
53130,City Hotel,0,2016,August,34,19,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,148.0,0,0,0,53130
53131,Resort Hotel,4,2016,January,4,18,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,39.0,0,1,0,53131
53132,City Hotel,150,2016,May,19,6,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,114.3,0,0,0,53132
53133,Resort Hotel,7,2016,September,38,11,2,1,2,0.0,0,BB,BLR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,127.67,1,2,0,53133
53134,City Hotel,196,2016,August,36,28,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,128.7,0,0,0,53134
53135,City Hotel,1,2015,August,33,10,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,105.0,0,0,0,53135
53136,City Hotel,176,2017,May,20,20,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,63,Transient,190.0,0,0,1,53136
53137,Resort Hotel,41,2017,January,3,17,0,0,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,3,No Deposit,0,Transient-Party,0.0,0,0,0,53137
53138,City Hotel,7,2016,May,21,21,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,56.0,0,2,0,53138
53139,Resort Hotel,16,2015,December,53,30,0,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,155.0,0,0,0,53139
53140,City Hotel,134,2016,May,20,9,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.58,0,1,0,53140
53141,Resort Hotel,36,2016,April,17,18,1,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,74.0,0,1,0,53141
53142,Resort Hotel,5,2016,October,44,26,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,38.0,0,0,0,53142
53143,City Hotel,135,2016,May,22,22,2,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.5,0,2,0,53143
53144,City Hotel,58,2017,March,13,28,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.6,0,1,0,53144
53145,City Hotel,13,2017,April,16,16,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.0,0,1,0,53145
53146,City Hotel,182,2016,April,18,27,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,50,Transient,75.0,0,0,1,53146
53147,City Hotel,81,2016,June,26,23,0,1,1,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.9,0,0,1,53147
53148,City Hotel,309,2016,May,20,13,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,215,Transient-Party,65.0,0,0,0,53148
53149,Resort Hotel,84,2016,July,30,17,4,6,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,F,F,1,No Deposit,0,Transient,235.0,0,0,0,53149
53150,Resort Hotel,46,2015,September,40,30,2,6,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,43.78,0,0,0,53150
53151,Resort Hotel,0,2015,November,48,27,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,0,0,53151
53152,City Hotel,311,2017,May,21,24,0,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,0,Transient,99.45,0,0,1,53152
53153,City Hotel,53,2016,July,27,1,1,2,3,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,188.81,0,1,0,53153
53154,City Hotel,1,2016,June,27,26,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,137.67,0,1,0,53154
53155,City Hotel,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,94.5,0,0,1,53155
53156,Resort Hotel,5,2016,October,42,15,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,0,Transient,135.0,0,1,0,53156
53157,Resort Hotel,14,2016,October,44,28,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,36.0,0,0,0,53157
53158,Resort Hotel,260,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,54.99,0,0,1,53158
53159,City Hotel,241,2017,March,13,31,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,103.6,0,0,1,53159
53160,Resort Hotel,169,2016,March,14,31,1,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Refundable,0,Transient-Party,66.0,0,0,0,53160
53161,Resort Hotel,0,2015,December,49,5,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,61.0,0,0,0,53161
53162,City Hotel,140,2017,July,27,8,2,1,3,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,177.3,0,0,1,53162
53163,City Hotel,1,2016,June,27,26,2,0,2,0.0,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,124.0,0,0,0,53163
53164,Resort Hotel,7,2016,February,6,4,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,39.0,0,2,0,53164
53165,City Hotel,312,2015,August,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,1,53165
53166,City Hotel,81,2016,May,21,18,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.9,0,0,1,53166
53167,City Hotel,0,2015,November,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,0,0,53167
53168,City Hotel,419,2016,September,36,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,53168
53169,City Hotel,47,2017,August,35,31,1,3,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,91.02,0,0,0,53169
